DateOfValuation	Size SqM	SqFt	PropertyType	NoOfFloors	ADDRESS	SCHEME	PRICE	YEAR	pricePerSqft
23/07/2019	60.385	650	Low-Cost Flat	15	5-9-11,JLN TASIK PERMAISURI 3	RUMAH PANGSA KOS RENDAH KASTURI	200000	2019	307.7026742
18/04/2019	60.385	650	Low-Cost Flat	15	5-3-3,JLN TASIK PERMAISURI 3	RUMAH PANGSA KOS RENDAH KASTURI	200000	2019	307.7026742
12/6/2018	61	657	Low-Cost Flat	15	5-5-10,JLN TASIK PERMAISURI 3	RUMAH PANGSA KOS RENDAH KASTURI	205000	2018	312.2154366
22/03/2018	61	657	Low-Cost Flat	15	5-14-18,JLN TASIK PERMAISURI 3	RUMAH PANGSA KOS RENDAH KASTURI	208000	2018	316.784443
18/01/2018	61	657	Low-Cost Flat	15	5-8-5,JLN TASIK PERMAISURI 3	RUMAH PANGSA KOS RENDAH KASTURI	220000	2018	335.0604685
7/10/2017	61	657	Low-Cost Flat	15	5-2-3A,JLN TASIK PERMAISURI 3	RUMAH PANGSA KOS RENDAH KASTURI	220000	2017	335.0604685
25/04/2018	61	657	Low-Cost Flat	15	5-8-13,JLN TASIK PERMAISURI 3	RUMAH PANGSA KOS RENDAH KASTURI	220000	2018	335.0604685
23/01/2018	61	657	Low-Cost Flat	15	5-11-3,JLN TASIK PERMAISURI 3	RUMAH PANGSA KOS RENDAH KASTURI	220000	2018	335.0604685
13/03/2019	61	657	Low-Cost Flat	17	5-16-10,JLN TASIK PERMAISURI 3	RUMAH PANGSA KOS RENDAH KASTURI	230000	2019	350.2904898
18/07/2017	61	657	Low-Cost Flat	15	5-2-11,JALAN TASIK PERMASIURI 3	RUMAH PANGSA KOS RENDAH KASTURI	230000	2017	350.2904898
28/09/2017	61	657	Low-Cost Flat	15	5-10-8,JALAN TASIK PERMASIURI 3	RUMAH PANGSA KOS RENDAH KASTURI	230000	2017	350.2904898
13/07/2018	61	657	Low-Cost Flat	15	5-5-3A,JLN TASIK PERMAISURI 3	RUMAH PANGSA KOS RENDAH KASTURI	230000	2018	350.2904898
21/10/2019	61	657	Low-Cost Flat	15	5-6-1,JALAN TASIK PERMASIURI 3	RUMAH PANGSA KOS RENDAH KASTURI	230000	2019	350.2904898
11/2/2020	61	657	Low-Cost Flat	15	5-9-13,JLN TASIK PERMAISURI 3	RUMAH PANGSA KOS RENDAH KASTURI	230000	2020	350.2904898
23/10/2018	60.385	650	Low-Cost Flat	15	5-8-1,JLN TASIK PERMAISURI 3	RUMAH PANGSA KOS RENDAH KASTURI	230000	2018	353.8580753
23/10/2018	60.385	650	Low-Cost Flat	15	5-8-1,JLN TASIK PERMAISURI 3	RUMAH PANGSA KOS RENDAH KASTURI	230000	2018	353.8580753
21/08/2019	61	657	Low-Cost Flat	15	5-5-2,JLN TASIK PERMAISURI 3	RUMAH PANGSA KOS RENDAH KASTURI	235000	2019	357.9055005
5/5/2017	49.237	530	Low-Cost Flat	18	54-10-11,JALAN IKAN AYU, BATU 3 1/2 JLN CHERAS	RUMAHPANGSA CHERAS	28500	2017	53.7753966
8/7/2017	49.237	530	Low-Cost Flat	18	54-12-04,JALAN IKAN AYU, BATU 3 1/2 JLN CHERAS	RUMAHPANGSA CHERAS	28500	2017	53.7753966
17/08/2017	49.237	530	Low-Cost Flat	18	56-02-02,JALAN IKAN AYU, BATU 3 1/2 JLN CHERAS	RUMAHPANGSA CHERAS	28500	2017	53.7753966
28/05/2018	49.237	530	Low-Cost Flat	18	54-16-05 FLAT SRI SA,JALAN IKAN AYU, BATU 3 1/2 JL	RUMAHPANGSA CHERAS	28500	2018	53.7753966
27/02/2019	49.237	530	Low-Cost Flat	18	54-15-06,JALAN IKAN AYU, BATU 3 1/2 JLN CHERAS	RUMAHPANGSA CHERAS	28500	2019	53.7753966
14/06/2019	49.237	530	Low-Cost Flat	18	54-09-09,JALAN IKAN AYU, BATU 3 1/2 JLN CHERAS	RUMAHPANGSA CHERAS	28500	2019	53.7753966
9/4/2019	49.237	530	Low-Cost Flat	18	56-15-08,JALAN IKAN AYU, BATU 3 1/2 JLN CHERAS	RUMAHPANGSA CHERAS	28500	2019	53.7753966
17/03/2017	49	527	Low-Cost Flat	18	54-14-10,JALAN IKAN AYU, BATU 3 1/2 JLN CHERAS	RUMAHPANGSA CHERAS	28500	2017	54.03549393
7/12/2017	49	527	Low-Cost Flat	18	54-06-12,JALAN IKAN AYU, BATU 3 1/2 JLN CHERAS	RUMAHPANGSA CHERAS	28500	2017	54.03549393
5/5/2017	49	527	Low-Cost Flat	18	54-12-11,JALAN IKAN AYU, BATU 3 1/2 JLN CHERAS	RUMAHPANGSA CHERAS	28500	2017	54.03549393
31/05/2018	49	527	Low-Cost Flat	18	54-13-10,JALAN IKAN AYU, BATU 3 1/2 JLN CHERAS	RUMAHPANGSA CHERAS	28500	2018	54.03549393
5/5/2017	49	527	Low-Cost Flat	18	56-04-09,JALAN IKAN AYU, BATU 3 1/2 JLN CHERAS	RUMAHPANGSA CHERAS	28500	2017	54.03549393
5/5/2017	49	527	Low-Cost Flat	18	56-06-05,JALAN IKAN AYU, BATU 3 1/2 JLN CHERAS	RUMAHPANGSA CHERAS	28500	2017	54.03549393
5/5/2017	49	527	Low-Cost Flat	18	54-09-08,JALAN IKAN AYU, BATU 3 1/2 JLN CHERAS	RUMAHPANGSA CHERAS	28500	2017	54.03549393
7/12/2017	49	527	Low-Cost Flat	18	54-13-11,JALAN IKAN AYU, BATU 3 1/2 JLN CHERAS	RUMAHPANGSA CHERAS	28500	2017	54.03549393
23/02/2018	49	527	Low-Cost Flat	18	54-02-09,JALAN IKAN AYU, BATU 3 1/2 JLN CHERAS	RUMAHPANGSA CHERAS	28500	2018	54.03549393
4/3/2018	49	527	Low-Cost Flat	18	54-16-01,JALAN IKAN AYU, BATU 3 1/2 JLN CHERAS	RUMAHPANGSA CHERAS	28500	2018	54.03549393
2/10/2017	49	527	Low-Cost Flat	18	58-13-08 SRI SABAH 3,JALAN IKAN AYU, BATU 3 1/2 JL	RUMAHPANGSA CHERAS	28500	2017	54.03549393
13/10/2017	49	527	Low-Cost Flat	18	58-06-08,JALAN IKAN AYU, BATU 3 1/2 JLN CHERAS	RUMAHPANGSA CHERAS	28500	2017	54.03549393
4/10/2017	49	527	Low-Cost Flat	18	60-09-02,JALAN IKAN AYU, BATU 3 1/2 JLN CHERAS	RUMAHPANGSA CHERAS	28500	2017	54.03549393
23/04/2018	49	527	Low-Cost Flat	18	60-09-05,JALAN IKAN AYU, BATU 3 1/2 JLN CHERAS	RUMAHPANGSA CHERAS	28500	2018	54.03549393
27/01/2017	49	527	Low-Cost Flat	18	60-17-11,P.AWAN SRI SABAH	RUMAHPANGSA CHERAS	28500	2017	54.03549393
16/01/2018	52	560	Low-Cost Flat	5	16-1-12,12	RUMAHPANGSA CHERAS	79000	2018	141.1412935
2/6/2020	35.49	382	Low-Cost Flat	4	9B-3 (SRI P.PINANG),BATU 3 1/2 JLN CHERAS	RUMAHPANGSA CHERAS	60000	2020	157.0636178
26/07/2019	52	560	Low-Cost Flat	5	14-04-04,JLN CHERAS	RUMAHPANGSA CHERAS	90000	2019	160.7938787
7/10/2020	46.822	504	Low-Cost Flat	5	9A-9,JLN SEBARAU	RUMAHPANGSA CHERAS	96000	2020	190.4809805
9/7/2018	46.45	500	Low-Cost Flat	5	2K, JLN CHERAS	RUMAHPANGSA CHERAS	105000	2018	210.0070751
17/07/2017	52	560	Low-Cost Flat	13	18-00-04,JLN 6/95B	RUMAHPANGSA CHERAS	120000	2017	214.3918382
13/09/2017	52	560	Low-Cost Flat	13	22-4-1,JLN 6/95B	RUMAHPANGSA CHERAS	120000	2017	214.3918382
10/5/2017	52	560	Low-Cost Flat	5	C-02-01,JLN CHERAS	RUMAHPANGSA CHERAS	120000	2017	214.3918382
2/11/2019	52	560	Low-Cost Flat	5	22-04-12, PH 4E,JALAN CHERAS	RUMAHPANGSA CHERAS	120000	2019	214.3918382
7/2/2018	52	560	Low-Cost Flat	13	18-04-08,JLN 6/95B	RUMAHPANGSA CHERAS	122500	2018	218.8583349
15/02/2017	52	560	Low-Cost Flat	5	20-01-06, JLN CHERAS	RUMAHPANGSA CHERAS	130000	2017	232.2578248
16/06/2020	52	560	Low-Cost Flat	5	14-04-01,JLN CHERAS	RUMAHPANGSA CHERAS	135000	2020	241.190818
18/02/2020	52	560	Low-Cost Flat	5	18-02-07, FASA 4E,JLN 1/89A, CHERAS	RUMAHPANGSA CHERAS	140000	2020	250.1238113
18/06/2020	52	560	Low-Cost Flat	5	20-3-13,JLN CHERAS	RUMAHPANGSA CHERAS	145000	2020	259.0568045
14/11/2019	52	560	Low-Cost Flat	5	22-3-18,JLN CHERAS	RUMAHPANGSA CHERAS	146000	2019	260.8434032
3/3/2017	51	549	Low-Cost Flat	5	10-03-04, JLN CHERAS	RUMAHPANGSA CHERAS	145000	2017	264.1363497
5/4/2017	52	560	Low-Cost Flat	5	14-01-01,JLN CHERAS	RUMAHPANGSA CHERAS	150000	2017	267.9897978
22/01/2019	52	560	Low-Cost Flat	5	20-00-14,JLN SEBARAU	RUMAHPANGSA CHERAS	150000	2019	267.9897978
18/01/2019	52	560	Low-Cost Flat	5	16-01-05 KAWASAN 4E,JLN SEBARAU, BATU 4 CHERAS	RUMAHPANGSA CHERAS	150000	2019	267.9897978
25/01/2019	52	560	Low-Cost Flat	5	22-1-14,JLN CHERAS	RUMAHPANGSA CHERAS	150000	2019	267.9897978
3/5/2020	52	560	Low-Cost Flat	5	16-02-14 KAWASAN 4E,JLN SEBARAU, BATU 4 CHERAS	RUMAHPANGSA CHERAS	150000	2020	267.9897978
28/06/2018	52	560	Low-Cost Flat	13	22-03-14,JLN 6/95B	RUMAHPANGSA CHERAS	155000	2018	276.9227911
26/11/2018	52	560	Low-Cost Flat	5	22-04-11, PH 4E,JALAN CHERAS	RUMAHPANGSA CHERAS	160000	2018	285.8557843
13/05/2019	52	560	Low-Cost Flat	5	18-02-08, FASA 4E,JLN CHERAS	RUMAHPANGSA CHERAS	160000	2019	285.8557843
26/06/2019	52	560	Low-Cost Flat	5	22-1-16,JLN CHERAS	RUMAHPANGSA CHERAS	160000	2019	285.8557843
18/10/2019	52	560	Low-Cost Flat	5	22-04-13, PH 4E,JALAN CHERAS	RUMAHPANGSA CHERAS	160000	2019	285.8557843
14/08/2020	52	560	Low-Cost Flat	5	14-2-8,JLN CHERAS	RUMAHPANGSA CHERAS	165000	2020	294.7887776
18/09/2020	52	560	Low-Cost Flat	5	18-01-07,JLN SEBARAU	RUMAHPANGSA CHERAS	168000	2020	300.1485735
4/6/2021	52	560	Low-Cost Flat	5	14-02-09,JLN CHERAS	RUMAHPANGSA CHERAS	180000	2021	321.5877574
22/02/2019	102.19	1100	Low-Cost House	1	49,JALAN 16/108	SALAK SOUTH LOW COST HOUSING	130000	2019	118.1857999
31/01/2017	102	1098	Low-Cost House	1	19,JLN 28/108	SALAK SOUTH LOW COST HOUSING	190000	2017	173.0548498
7/4/2019	102.19	1100	Low-Cost House	1	21,JALAN 28/108	SALAK SOUTH LOW COST HOUSING	200000	2019	181.8243075
30/08/2017	102.19	1100	Low-Cost House	1	25,JLN 17/108	SALAK SOUTH LOW COST HOUSING	210000	2017	190.9155229
24/02/2020	102.19	1100	Low-Cost House	1	27,JALAN 19/108	SALAK SOUTH LOW COST HOUSING	210000	2020	190.9155229
23/10/2017	102	1098	Low-Cost House	1	19,JLN 26/108	SALAK SOUTH LOW COST HOUSING	210000	2017	191.2711498
6/1/2018	102	1098	Low-Cost House	1	4,JALAN 30/108	SALAK SOUTH LOW COST HOUSING	270000	2018	245.9200498
22/01/2021	102.19	1100	Low-Cost House	1	7,JLN 16/108	SALAK SOUTH LOW COST HOUSING	300000	2021	272.7364612
14/09/2020	1630	17545	Detached House	2	29,JLN GASING PINANG	SANCTUARY RIDGE_GASING HEIGHTS	7500000	2020	427.4683891
5/6/2019	1459	15705	Detached House	4	12,JLN GASING PIRING	SANCTUARY RIDGE_GASING HEIGHTS	9000000	2019	573.0830495
6/7/2018	104	1119	Condominium/Apartment	14	9-2-2,JALAN MANIS 1	SEGAR COURT APARTMENT	400000	2018	357.3197304
11/8/2018	109	1173	Condominium/Apartment	14	9-3-1,JALAN MANIS 1	SEGAR COURT APARTMENT	620000	2018	528.4398215
6/12/2019	109	1173	Condominium/Apartment	14	9-1-6,JLN MANIS 1	SEGAR COURT APARTMENT	638000	2019	543.7816228
29/03/2018	61	657	Low-Cost Flat	13	D-05-08,JLN LEMAK MANIS	SEGAR RIA	85000	2018	129.455181
25/05/2017	61	657	Low-Cost Flat	13	C-10-7,JLN 1A	SEGAR RIA	90000	2017	137.0701917
18/04/2018	61	657	Low-Cost Flat	13	B-12-11,JLN 1A	SEGAR RIA	100000	2018	152.300213
7/5/2017	61	657	Low-Cost Flat	13	C-5-8,JLN 1A	SEGAR RIA	110000	2017	167.5302343
10/9/2017	61	657	Low-Cost Flat	13	D12-10,JLN 1A	SEGAR RIA	117000	2017	178.1912492
10/4/2019	61	657	Low-Cost Flat	13	B-5-6,JLN 1A	SEGAR RIA	120000	2019	182.7602556
19/04/2017	60.39	650	Low-Cost Flat	13	C-6-5,JLN 1A	SEGAR RIA	125000	2017	192.2982487
28/07/2017	61	657	Low-Cost Flat	13	A-12-10(P: A12-11),JLN LEMAK MANIS	SEGAR RIA	130000	2017	197.9902768
23/08/2019	61	657	Low-Cost Flat	13	D-8-4,JLN 1A	SEGAR RIA	135000	2019	205.6052875
26/07/2017	61	657	Low-Cost Flat	13	D-2-2,JLN 1A	SEGAR RIA	138000	2017	210.1742939
7/7/2017	61	657	Low-Cost Flat	13	A-5-12,JLN LEMAK MANIS	SEGAR RIA	140000	2017	213.2202981
23/07/2018	61	657	Low-Cost Flat	13	D-9-6,JLN LEMAK MANIS	SEGAR RIA	140000	2018	213.2202981
10/10/2018	61	657	Low-Cost Flat	13	A-06-11(P:A-6-1),JLN LEMAK MANIS	SEGAR RIA	145000	2018	220.8353088
29/09/2020	61	657	Low-Cost Flat	13	B-11-4,JLN 1A	SEGAR RIA	145000	2020	220.8353088
22/06/2017	61	657	Low-Cost Flat	13	B-9-11,JALAN 1A	SEGAR RIA	146000	2017	222.3583109
20/06/2019	60.39	650	Low-Cost Flat	13	B-7-9,JLN 1A	SEGAR RIA	145000	2019	223.0659685
29/05/2017	61	657	Low-Cost Flat	13	A-11-1,JLN LEMAK MANIS	SEGAR RIA	148000	2017	225.4043152
24/05/2019	60.39	650	Low-Cost Flat	13	A-10-4,JLN LEMAK MANIS	SEGAR RIA	148000	2019	227.6811264
9/7/2017	61	657	Low-Cost Flat	13	A-12-3,JALAN 1A	SEGAR RIA	150000	2017	228.4503194
15/01/2018	61	657	Low-Cost Flat	13	C-7-12,JALAN 1A	SEGAR RIA	155000	2018	236.0653301
29/04/2019	61	657	Low-Cost Flat	13	B-05-12,JLN LEMAK MANIS	SEGAR RIA	155000	2019	236.0653301
8/7/2019	61	657	Low-Cost Flat	13	B-4-10,JLN 1A	SEGAR RIA	155000	2019	236.0653301
21/02/2020	61	657	Low-Cost Flat	13	D-5-3,JLN 1A	SEGAR RIA	156000	2020	237.5883322
27/02/2019	61	657	Low-Cost Flat	13	D12-10,JLN 1A	SEGAR RIA	158000	2019	240.6343365
14/01/2020	61	657	Low-Cost Flat	13	C-5-4,JLN LEMAK MANIS	SEGAR RIA	160000	2020	243.6803407
25/05/2017	61	657	Low-Cost Flat	13	C-11-5,JLN 1A	SEGAR RIA	160000	2017	243.6803407
28/12/2018	61	657	Low-Cost Flat	13	C-5-2,JALAN 1A	SEGAR RIA	160000	2018	243.6803407
3/5/2018	61	657	Low-Cost Flat	13	D11-01,JLN LEMAK MANIS	SEGAR RIA	163000	2018	248.2493471
26/03/2019	61	657	Low-Cost Flat	13	B-11-2,JLN 1A	SEGAR RIA	165000	2019	251.2953514
21/07/2020	61	657	Low-Cost Flat	13	A-3-2,JALAN 1A	SEGAR RIA	167000	2020	254.3413556
16/12/2019	61	657	Low-Cost Flat	13	B-12-1,JLN 1A	SEGAR RIA	170000	2019	258.910362
9/5/2017	61	657	Low-Cost Flat	13	A-1-6,JLN 1A	SEGAR RIA	170000	2017	258.910362
25/08/2020	61	657	Low-Cost Flat	13	B-3-10(P: B03-05),JLN LEMAK MANIS	SEGAR RIA	170000	2020	258.910362
18/12/2019	61	657	Low-Cost Flat	13	D-10-11,JLN 1A	SEGAR RIA	175000	2019	266.5253727
27/06/2019	61	657	Low-Cost Flat	13	C-11-9,JLN LEMAK MANIS	SEGAR RIA	175000	2019	266.5253727
29/07/2020	61	657	Low-Cost Flat	13	D-3-12,JLN LEMAK MANIS	SEGAR RIA	178000	2020	271.0943791
2/6/2018	61	657	Low-Cost Flat	13	A-9-7,JLN LEMAK MANIS	SEGAR RIA	180000	2018	274.1403833
18/01/2018	61	657	Low-Cost Flat	13	D-3-2,JALAN 1A	SEGAR RIA	180000	2018	274.1403833
27/09/2018	61	657	Low-Cost Flat	13	C-12-11,JLN LEMAK MANIS	SEGAR RIA	180000	2018	274.1403833
20/01/2020	61	657	Low-Cost Flat	13	D-2-9,JLN 1A	SEGAR RIA	180000	2020	274.1403833
2/8/2021	61	657	Low-Cost Flat	13	C-11-10,JLN 1A	SEGAR RIA	180000	2021	274.1403833
3/9/2021	61	657	Low-Cost Flat	13	D-10-12,JLN 1A	SEGAR RIA	180000	2021	274.1403833
12/1/2020	61	657	Low-Cost Flat	13	C-2-5,JALAN 1A	SEGAR RIA	185000	2020	281.755394
6/3/2019	61	657	Low-Cost Flat	13	C-1-6,JLN 1A	SEGAR RIA	190000	2019	289.3704046
24/05/2019	61	657	Low-Cost Flat	13	D-01-04,JLN 1A	SEGAR RIA	190000	2019	289.3704046
13/03/2018	61	657	Low-Cost Flat	13	D-12-9,JLN 1A	SEGAR RIA	195000	2018	296.9854153
18/05/2017	61	657	Low-Cost Flat	13	B-2-2,JALAN 1A	SEGAR RIA	200000	2017	304.6004259
27/07/2020	61	657	Low-Cost Flat	13	C-8-8,JLN 1A	SEGAR RIA	200000	2020	304.6004259
10/8/2020	61	657	Low-Cost Flat	13	D-5-9,JLN 1A	SEGAR RIA	200000	2020	304.6004259
21/04/2017	60.39	650	Low-Cost Flat	13	C-8-4,JLN LEMAK MANIS	SEGAR RIA	200000	2017	307.6771979
16/12/2020	61	657	Low-Cost Flat	13	B-6-9,JLN LEMAK MANIS	SEGAR RIA	210000	2020	319.8304472
19/11/2020	85	915	Condominium/Apartment	7	1-3A-9,JLN 5/100A	SEGAR VIEW CONDO	435000	2020	475.4454295
7/8/2019	85	915	Condominium/Apartment	7	1-3A-9,JLN 5/100A	SEGAR VIEW CONDO	450000	2019	491.8400995
29/03/2017	85	915	Condominium/Apartment	9	1-2-5,NO. 1, JLN 5/100A	SEGAR VIEW CONDO	480000	2017	524.6294395
4/4/2018	85	915	Condominium/Apartment	7	1-5-2,JALAN  5/100A	SEGAR VIEW CONDO	490000	2018	535.5592195
5/4/2020	93	1001	Condominium/Apartment	7	1-2-6,JALAN  5/100A	SEGAR VIEW CONDO	550000	2020	549.4271123
11/7/2017	85	915	Condominium/Apartment	7	1-6-3,JALAN  5/100A	SEGAR VIEW CONDO	518000	2017	566.1626034
4/6/2017	93	1001	Condominium/Apartment	7	1-7-7,JLN 5/100A	SEGAR VIEW CONDO	580000	2017	579.3958639
14/02/2017	85	915	Condominium/Apartment	8	1-4-3,JLN 5/100A	SEGAR VIEW CONDO	550000	2017	601.1378994
13/04/2017	93	1001	Condominium/Apartment	7	1-2-1,JLN 5/100A	SEGAR VIEW CONDO	630000	2017	629.3437832
4/10/2018	85	915	Condominium/Apartment	7	1-6-9,JALAN  5/100A	SEGAR VIEW CONDO	625000	2018	683.1112493
12/12/2017	472	5081	Semi-Detached House	2	3,CHANGKAT SEMANTAN 1	SEMANTAN VILLAS	4000000	2017	787.3146602
14/03/2018	390	4198	Semi-Detached House	2	NO.6,CHANGKAT SEMANTAN 1	SEMANTAN VILLAS	3500000	2018	833.7460376
8/3/2020	341	3670	Semi-Detached House	2	2,CHANGKAT SEMANTAN 2	SEMANTAN VILLAS	3200000	2020	871.8182279
13/05/2020	338	3638	Semi-Detached House	3	12,CHANGKAT SEMANTAN 2	SEMANTAN VILLAS	3388000	2020	931.2301897
11/6/2017	375	4036	Semi-Detached House	2	32,CHANGKAT SEMANTAN 2	SEMANTAN VILLAS	4000000	2017	990.966719
2/2/2017	1045	11248	Detached House	2	LOT 53795 (NO. 27),JLN TMN BUKIT SEPUTIH, OFF JLN	SEPUTEH HEIGHTS	6257000	2017	556.2630467
20/07/2020	446	4801	Detached House	2	79,JALAN DESA SEPUTEH 1	SEPUTEH POINT	3000000	2020	624.9089456
6/5/2017	497	5350	Detached House	2	85,JLN DESA SEPUTEH 1	SEPUTEH POINT	3650000	2017	682.2865677
4/12/2018	427	4596	Detached House	2	87,JLN DESA SEPUTEH 1	SEPUTEH POINT	3300000	2018	717.9867182
24/12/2018	627.9	6759	Condominium/Apartment	30	A-12-3,NO.98, JLN MEDANG SERAI	SERAI BUKIT BANDARAYA	8730000	2018	1291.677535
5/3/2017	627.9	6759	Condominium/Apartment	30	B-05-03,NO.98, JLN MEDANG SERAI	SERAI BUKIT BANDARAYA	9000000	2017	1331.626325
8/5/2019	432.7	4658	Condominium/Apartment	21	A-20-02,JALAN MEDANG SERAI	SERAI BUKIT BANDARAYA	6204500	2019	1332.141136
5/3/2017	444.5	4785	Condominium/Apartment	21	B-1-1,JALAN MEDANG SERAI	SERAI BUKIT BANDARAYA	6550000	2017	1368.988753
21/12/2018	445	4790	Condominium/Apartment	21	B-07-01,JALAN MEDANG SERAI	SERAI BUKIT BANDARAYA	7000000	2018	1461.397549
21/12/2018	444.5	4785	Condominium/Apartment	21	B-7-1,JALAN MEDANG SERAI	SERAI BUKIT BANDARAYA	7000000	2018	1463.041416
19/11/2018	459.391	4945	Condominium/Apartment	30	B-12-01,NO.98, JLN MEDANG SERAI	SERAI BUKIT BANDARAYA	7300000	2018	1476.286754
17/01/2018	463.2	4986	Condominium/Apartment	30	A-1-1,NO.98, JLN MEDANG SERAI	SERAI BUKIT BANDARAYA	7370000	2018	1478.186674
17/01/2018	463	4984	Condominium/Apartment	30	A-01-01,NO.98, JLN MEDANG SERAI	SERAI BUKIT BANDARAYA	7370000	2018	1478.8252
29/07/2019	627.9	6759	Condominium/Apartment	30	B-3A-03,NO.98, JLN MEDANG SERAI	SERAI BUKIT BANDARAYA	10100000	2019	1494.380653
29/07/2019	627	6749	Condominium/Apartment	30	B-03A-03,NO.98, JLN MEDANG SERAI	SERAI BUKIT BANDARAYA	10100000	2019	1496.525697
29/07/2019	627	6749	Condominium/Apartment	30	B-3A-03,NO.98, JLN MEDANG SERAI	SERAI BUKIT BANDARAYA	10100000	2019	1496.525697
18/07/2019	445	4790	Condominium/Apartment	21	B-03-01,JALAN MEDANG SERAI	SERAI BUKIT BANDARAYA	7280000	2019	1519.853451
2/9/2021	627	6749	Condominium/Apartment	21	A-13-03,JALAN MEDANG SERAI	SERAI BUKIT BANDARAYA	10300000	2021	1526.159869
10/7/2019	432.7	4658	Condominium/Apartment	21	A-05-02,JALAN MEDANG SERAI	SERAI BUKIT BANDARAYA	7200000	2019	1545.880599
5/9/2017	365.3	3932	Condominium/Apartment	30	B-13A-02,NO.98, JLN MEDANG SERAI	SERAI BUKIT BANDARAYA	6094800	2017	1550.030102
2/7/2018	444.5	4785	Condominium/Apartment	30	B-11-01,NO.98, JLN MEDANG SERAI	SERAI BUKIT BANDARAYA	7541125	2018	1576.139742
3/12/2019	433	4661	Condominium/Apartment	30	A-21-02,NO.98, JLN MEDANG SERAI	SERAI BUKIT BANDARAYA	7450000	2019	1598.448771
3/12/2019	432.7	4658	Condominium/Apartment	21	A-21-2,JALAN MEDANG SERAI	SERAI BUKIT BANDARAYA	7450000	2019	1599.557009
25/09/2018	627.9	6759	Condominium/Apartment	30	A-06-03,NO.98, JLN MEDANG SERAI	SERAI BUKIT BANDARAYA	11000000	2018	1627.543286
20/06/2018	365.3	3932	Condominium/Apartment	30	B-12-02,NO.98, JLN MEDANG SERAI	SERAI BUKIT BANDARAYA	6400000	2018	1627.648594
20/06/2018	365	3929	Condominium/Apartment	30	B-12-02,NO.98, JLN MEDANG SERAI	SERAI BUKIT BANDARAYA	6400000	2018	1628.986387
1/12/2018	627.9	6759	Condominium/Apartment	30	A-07-03,NO.98, JLN MEDANG SERAI	SERAI BUKIT BANDARAYA	11091670	2018	1641.106639
1/12/2018	627	6749	Condominium/Apartment	30	B-07-3,NO.98, JLN MEDANG SERAI	SERAI BUKIT BANDARAYA	11091670	2018	1643.462295
12/1/2017	365.3	3932	Condominium/Apartment	30	B-09-02,NO.98, JLN MEDANG SERAI	SERAI BUKIT BANDARAYA	6466000	2017	1644.43372
20/02/2019	365.3	3932	Condominium/Apartment	30	B-15-02,NO.98, JLN MEDANG SERAI	SERAI BUKIT BANDARAYA	6500000	2019	1653.080603
20/02/2019	365	3929	Condominium/Apartment	21	B-15-02,JALAN MEDANG SERAI	SERAI BUKIT BANDARAYA	6500000	2019	1654.4393
13/02/2017	627.9	6759	Condominium/Apartment	30	B-17-03,NO.98, JLN MEDANG SERAI	SERAI BUKIT BANDARAYA	11200000	2017	1657.134982
13/02/2017	627	6749	Condominium/Apartment	21	B-17-3,JALAN MEDANG SERAI	SERAI BUKIT BANDARAYA	11200000	2017	1659.513644
16/01/2018	627.9	6759	Condominium/Apartment	30	B-13-03,NO.98, JLN MEDANG SERAI	SERAI BUKIT BANDARAYA	11280000	2018	1668.97166
7/7/2017	365.3	3932	Condominium/Apartment	30	B-5-2,NO.98, JLN MEDANG SERAI	SERAI BUKIT BANDARAYA	6600000	2017	1678.512613
11/10/2020	445	4790	Condominium/Apartment	30	B-20-01,NO.98, JLN MEDANG SERAI	SERAI BUKIT BANDARAYA	8100000	2020	1691.045735
30/07/2020	365	3929	Condominium/Apartment	30	B-20-02,NO.98, JLN MEDANG SERAI	SERAI BUKIT BANDARAYA	6700000	2020	1705.345124
28/10/2020	365.3	3932	Condominium/Apartment	30	B-16-02,NO.98, JLN MEDANG SERAI	SERAI BUKIT BANDARAYA	6750000	2020	1716.660627
3/8/2017	627.9	6759	Condominium/Apartment	30	A-08-03,NO.98, JLN MEDANG SERAI	SERAI BUKIT BANDARAYA	12100000	2017	1790.297614
30/09/2019	627.9	6759	Condominium/Apartment	30	A-5-3,NO.98, JLN MEDANG SERAI	SERAI BUKIT BANDARAYA	12616000	2019	1866.64419
13/09/2018	365.3	3932	Condominium/Apartment	30	B-10-2,NO.98, JLN MEDANG SERAI	SERAI BUKIT BANDARAYA	7600000	2018	1932.832705
13/09/2018	365	3929	Condominium/Apartment	30	B-10-2,NO.98, JLN MEDANG SERAI	SERAI BUKIT BANDARAYA	7600000	2018	1934.421335
12/5/2018	954	10269	Detached House	2	2,JALAN SERENE KIARA 8	SERENE KIARA	7500000	2018	730.3705181
2/9/2021	374	4026	Semi-Detached House	3	32,JLN SERENE KIARA 6	SERENE KIARA	2800000	2021	695.5314538
4/2/2018	332	3574	Semi-Detached House	3	9,JALAN SERENE KIARA 2	SERENE KIARA	2800000	2018	783.5203727
4/2/2018	332	3574	Semi-Detached House	3	9,JALAN SERENE KIARA 2	SERENE KIARA	2800000	2018	783.5203727
15/10/2020	367	3950	Semi-Detached House	3	43,JLN SERENE KIARA  6	SERENE KIARA	3100000	2020	784.7403344
10/9/2019	350	3767	Semi-Detached House	3	11,JLN SERENE KIARA  3	SERENE KIARA	2980000	2019	791.0037918
